wallet,source_url,title,is_security_fix,silent_fix_prob,vuln_class,reason,mechanism
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/2321,Introduce github actions - Continuous integration,0,0.0,none,This diff only adds a GitHub Actions CI workflow file for build/test automation and does not touch any wallet source code or custody-relevant subsystem.,other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/2328,"Revert ""Introduce github actions - Continuous integration""",0,0.0,none,"This diff simply removes a GitHub Actions CI workflow file, touching no wallet source code or custody-relevant subsystems.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/81,TypeScript integration,0,0.05,none,"This is a JavaScript-to-TypeScript migration adding type annotations and casts; no guards, validations, or security-relevant logic changes are introduced.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/1341,Hardware Wallet Integration to Wasabi Wallet,0,0.15,none,"This PR adds hardware wallet integration as a new feature (HWI signing support, UI for hardware wallets), not a fix for an existing vulnerability in key handling, signing, or custody paths.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/1905,Hardware Wallet Integration,0,0.25,none,"This PR reimplements HWI integration as a feature/refactor using TDD practices, adding PIN pad unlock and display-address-on-device functionality rather than fixing an existing vulnerability in key ha",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/11229,[VDG] Fixes NullReferenceException exception in ContextFlyoutWorkaroundBehavior,0,0.05,none,"This is a UI crash fix adding null checks to a context flyout behavior; it does not touch key material, signing, approvals, or any custody-relevant path.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/10428,Exception when closing the wallet fast,0,0.1,none,"This change fixes a crash during wallet shutdown by handling an empty collection, which is not reachable from untrusted input nor does it touch key material or signing paths.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/8305,[VDG] AutoPaste - fix NRE when trimming,0,0.15,none,"This is a null-reference crash fix in a UI paste-button behavior; it does not touch key material, signing, approvals, or any custody-relevant path, so it is an ordinary robustness fix rather than a se",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/5539,Fix RegTest,0,0.05,none,"This fixes a runtime crash (InvalidCastException) during RegTest initialization by skipping Tor setup for that network mode, with no custody-relevant path involved.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/868,Fix NRE when clipboard is empty,0,0.05,none,"This is a simple null-check fix for a crash when the clipboard is empty, touching only UI paste behavior with no custody-relevant path.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/13857,Ensure compatibility with BtcPayServer coordinators,0,0.15,none,"This adds PascalCase JSON field-name fallback parsing for interoperability with BtcPayServer coordinators; the pre-fix behavior was a parse failure, not a fund/key/signing loss path.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/8850,Compatibility update 2,0,0.0,none,"Documentation-only change adding a device to a compatibility list; no wallet source, key, signing, or transport code is touched.",other
wasabi,https://github.com/WalletWasabi/WalletWasabi/pull/9704,Remove backward compatibility code,0,0.05,none,"This PR removes legacy backward-compatibility migration code for transaction and index stores, which is a refactor/cleanup with no impact on key material, signing, or custody paths.",other
web3-react,https://github.com/Uniswap/web3-react/pull/443,don't use .cjs extension to fix CRA compatibility,0,0.05,none,"This is a build/packaging change switching CommonJS output extension from .cjs to .js for CRA compatibility, with no custody-relevant code or guard added.",other
web3-react,https://github.com/Uniswap/web3-react/pull/111,Fix compatibility with ethers.js buildEip1193Fetcher,0,0.15,none,"This is a provider/RPC compatibility fix ensuring params are correctly passed through, not a custody-relevant guard on keys, signing, approvals, or transport authorization.",other
web3-react,https://github.com/Uniswap/web3-react/pull/71,MetaMask Mobile compatibility fix,0,0.25,other,"This is a compatibility workaround for a typo bug in MetaMask Mobile where chainId uses capital 'O' instead of zero; while chainId is custody-relevant, the malformed value would cause parsing failures",other
web3j,https://github.com/LFDT-web3j/web3j/pull/1294,Fix Integration Tests,0,0.05,none,"This PR only fixes integration tests by adjusting build configuration and test setup; no custody-relevant key, signing, approval, or transport code is touched.",other
web3j,https://github.com/LFDT-web3j/web3j/pull/618,"Make ""crypto"" module less dependent on 3rd party libraries (ease Android integration)",0,0.15,none,"This is a refactoring to ease Android integration (moving classes between modules, swapping crypto providers, parameterizing SecureRandom for testability) with only minor defensive hardening like maki",other
web3j,https://github.com/LFDT-web3j/web3j/pull/1717,Fix Android compatibility for API < 26,0,0.05,none,"This is an Android API-level compatibility shim replacing Type.getTypeName() with a fallback implementation, with no custody-relevant guard or validation added.",other
web3js,https://github.com/web3/web3.js/pull/7338,fix: correctly close ws connection in web3-eth-contract integration tests,0,0.02,none,"The diff only modifies integration test files and package.json scripts to properly close WebSocket connections after tests, with no changes to wallet source, key, signing, or custody-relevant code.",other
web3js,https://github.com/web3/web3.js/pull/6071,transaction integration tests,0,0.15,none,"This change adds an optional fillGasPrice flag to transaction building and changes default gas-pricing behavior, which is a functional/UX fix rather than a custody-relevant guard against key, signing,",other
web3js,https://github.com/web3/web3.js/pull/5876,5066 - fault tolerance websocket integration tests,0,0.15,none,"This is a provider event-handling refactor and integration test migration (deprecating 'close' for 'disconnect'), with no custody-relevant key, signing, or approval path changes.",other
web3js,https://github.com/web3/web3.js/pull/5926,Nikos/5883/4x integration fail test,0,0.02,none,"This is a test-only refactor replacing try/catch assertions with rejects.toThrow in integration tests, touching no wallet source or custody-relevant code.",other
web3js,https://github.com/web3/web3.js/pull/5799,4.x Adding github CI ACTION coverage tests for Integration/Unit tests,0,0.02,none,"This change only adds GitHub Actions coverage CI jobs and renames test scripts in package.json files; no wallet source, key, signing, or transport logic is modified.",other
web3js,https://github.com/web3/web3.js/pull/5585,Nikos/5096/improve the integration test for contracts default attributes,0,0.05,none,"This change adds an integration test file and adjusts test runner scripts; it does not touch any key, signing, approval, or transport code path.",other
web3js,https://github.com/web3/web3.js/pull/5056,`web3-eth` Integration Tests (#4880),0,0.15,none,"This PR adds integration tests, introduces a local-wallet-index feature for sendTransaction, and fixes hanging-promise/event-listener issues in sendSignedTransaction — none of which add security guard",other
web3js,https://github.com/web3/web3.js/pull/5093,:white_check_mark: Add integration tests for contract defaults,0,0.05,none,This change refactors config types from null to undefined and adds static default getters/setters to the Contract class; it is a feature/refactor with no custody-relevant guard or signing-path hardeni,other
web3js,https://github.com/web3/web3.js/pull/5024,Create ERC20 and ERC721 integration tests for web3-eth-contract,0,0.05,none,"This adds compiled contract fixture JSON files for new ERC20/ERC721 integration tests; it is a test-only change with no wallet custody, key, or signing path touched.",other
